name;search_name;address;zipcode;city;country_code;type
Trefaldighetskyrkan;;Tingsgatan 26;67131;Arvika;SE;7
Bagarmossens kyrka;;Lagaplan 6;12845;Bagarmossen;SE;7
Vantörs kyrka;;Högdalsplan 16;12454;Bandhagen;SE;7
Hyby nya kyrka;;Värbygården Värbyängen 200;23364;BARA;SE;7
Berghems kyrka;;Kungskullavägen 1;51196;Berghem;SE;7
Bergsjö kyrka;;Prästvägen 1C;82950;Bergsjö;SE;7
Vadsbro kyrka;;Bettna Kyrkby;64262;Bettna;SE;7
Årdala kyrka;;Bettna Kyrkby;64262;Bettna;SE;7
Norrbo kyrka;;Norrbobyn 25;82477;Bjuråker;SE;7
Björkviks kyrka;;Prästgården;64163;BJÖRKVIK;SE;7
Everlövs kyrka;;Ängavägen 5;27563;BLENTARP;SE;7
Bollnäs kyrka;;Norra kyrkvägen 5;82130;Bollnäs;SE;7
Kvarnsvedens kyrka;;Ringargatan 67;78467;Borlänge;SE;7
Caroli församlingshem;;Skolgatan 1;50331;Borås;SE;4
Brastads kyrka;;Brastad kyrka;45491;Brastad;SE;7
Brattfors kyrka;;Kyrkovägen 14;68291;Brattfors;SE;7
Övre Ulleruds kyrka;;Övre Ulleruds kyrka;71596;Brevens Bruk;SE;7
Österbybruks kyrka;;Lillgatan 4;28992;Broby;SE;7
Sankta Birgitta kyrka;;Nockeby Kyrkväg 47;16774;Bromma;SE;7
Ivetofta kyrka;;Kyrkvägen 30;29531;Bromölla;SE;7
Bälinge kyrka;;Bindarvägen 10;74381;Bälinge;SE;7
Järna kyrka;;Strandvägen 1;78692;DALA-JÄRNA;SE;7
Degeberga kyrka;;Skaddevägen 8A;29731;Degeberga;SE;7
Delsbo kyrka;;Kyrkgränd;82470;Delsbo;SE;7
Djura kyrka;;Djura Hedbyvägen 3;79031;Djura;SE;7
Håbols kyrka;;Håbols kyrka;66891;Ed;SE;7
Rölanda kyrka;;Rölanda kyrka;66893;Ed;SE;7
Västra Eds kyrka;;Uknavägen;59474;Edsbruk;SE;7
Ekeby kyrka;;Pastorsgatan 10;26051;Ekeby Boxholm;SE;7
Ekebyhovskyrkan;;Björkuddsvägen 2;17834;Ekerö;SE;7
Sankt Martin;;Hästhagsvägen 10;58276;Ekängen;SE;7
Vårfrukyrkan;;Vårfrukyrkan;74531;Enköping;SE;7
Broddetorp kyrka;;Falköpingsvägen;52198;Falköping;SE;7
Centrumkyrkan Farsta;;Farstaplan 15;12347;Farsta;SE;7
Farstastrandkyrkan;;Brunskogsbacken 17;12371;Farsta;SE;7
Filipstads kyrka;;John Ericssonsgatan 4;68230;Filipstad;SE;7
Kyrkans hus, Fjärdhundra;;Stora Vägen 22;74970;Fjärdhundra;SE;4
Flens församlingshem;;Orrestagatan 8;64235;Flen;SE;4
Flens kyrka;;Flens kyrka;64234;Flen;SE;7
Skallsjö kyrka;;UDDAREDSVÄGEN 1;44836;FLODA;SE;7
Forsbacka kyrka;;Elisabetgatan 3;81841;Forsbacka;SE;7
Färgelanda kyrka;;Kyrkvägen 3;45831;Färgelanda;SE;7
Rydberggården;;Marknadsvägen 14;38690;Färjestaden;SE;4
Vickleby kyrka;;Kyrkgatan 3;38692;Färjestaden;SE;7
Förslövs kyrka;;Vantingevägen 9;26091;Förslöv;SE;7
Petrigården;;Församlingsvägen 12;95433;Gammelstad;SE;4
Genarps kyrka;;Kyrkovägen 11;24771;Genarp;SE;7
Hökhuvuds kyrka;;Hökhuvud;74795;Gimo;SE;7
Skäfthammars kyrka;;Kyrkvägen 6;74742;Gimo;SE;7
Glimåkra kyrka;;Kyrkogatan 1;28946;Glimåkra;SE;7
Frustuna kyrka;;Frustuna by 6;64691;Gnesta;SE;7
Grangärde kyrka;;Gamla vägen 38;77013;Grangärde;SE;7
Graninge kyrka;;Graningebruk 370;88295;Graninge;SE;7
Hörkens kyrka;;Hörken 173;77294;Grängesberg;SE;7
Grödinge kyrka;;Grödinge kyrkby;14792;Grödinge;SE;7
Gunnebo Kyrka;;Veterangatan 2;59375;Gunnebo;SE;7
Gustafs kyrka;;Enbackavägen 45;78350;Gustafs;SE;7
Gustavsbergs kyrka;;Värmdögatan 1;13431;Gustavsberg;SE;7
Bergsjöns kyrka;;Rymdtorget 5;41519;Göteborg;SE;7
Biskopsgårdens kyrka;;Vårvädersgatan 8;41831;Göteborg;SE;7
Brämaregårdens kyrka;;Hisingsgatan 26;41702;Göteborg;SE;7
Göteborgs domkyrka;;Kyrkogatan 28;41115;Göteborg;SE;7
Haga församlingshem;;Haga Östergata 30;41122;Göteborg;SE;4
Kungsladugårds kyrka;;Majgatan 2;41475;Göteborg;SE;7
Lundby nya kyrka;;Lundbygatan 2;41876;Göteborg;SE;7
Masthuggskyrkan;;Storebackegatan 15;41318;Göteborg;SE;7
Toleredskyrkan;;Vinlandsgatan 2;41727;Göteborg;SE;7
Tyska Christinae kyrka;Tyska kyrkan;Norra Hamngatan 16;41114;Göteborg;SE;7
Götene kyrka;;Kinne-Vedumsvägen 2;53331;Götene;SE;7
Kinne-Kleva kyrka;;Kinne-Kleva skola 1;53396;Götene;SE;7
Sankt Nikolai kyrka;;Kyrkogatan 11;30242;Halmstad;SE;7
Sankt Eskils kyrka;;Runstensvägen 14;13638;Handen;SE;7
Haparanda kyrka;;Kyrkplan 1;95334;Haparanda;SE;7
Enåkers kyrka;;Klockargården 101;74493;Runhällen;SE;7
Västerlövsta kyrka;;Skolgatan 2;74431;Heby;SE;7
Hedemora kyrka;;Kyrkogatan 20;77630;Hedemora;SE;7
Sankt Paulusgården;;Kyrkogatan 20;77630;Hedemora;SE;4
Levide kyrka;;Levide kyrka;62353;HEMSE;SE;7
Lojsta kyrka;;Lojsta Kyrka 1;62359;HEMSE;SE;7
Rone kyrka;;Rone kyrka;62347;Hemse;SE;7
Brunnsbokyrkan;;Brunnsbotorget 7;42242;Hisings Backa;SE;7
Hjorteds kyrka;;Prästgårdsvägen 1;59091;Hjorted;SE;7
Valla kyrka;;Valla kyrkväg 31;47172;Hjälteby;SE;7
Hofors kyrka;;Rättargatan 1;81335;Hofors;SE;7
Hortlax kyrka;;HORTLAXVÄGEN 30;94432;Hortlax;SE;7
Malmgården;;Hortlaxvägen 30;94432;Hortlax;SE;4
Hovmantorps kyrka;;Västra Kyrkogatan 2;36541;Hovmantorp;SE;7
Huddinge kyrka;;Kommunalvägen 21;14123;Huddinge;SE;7
Huddunge kyrka;;Huddunge kyrkväg 16;74492;Huddunge;SE;7
Hults församlingshem;;Kyrkbyvägen 10;57592;Hult;SE;4
Hyltebruks kyrka;;Kyrkogatan 1;31431;Hyltebruk;SE;7
Hållnäs kyrka;;Edvallavägen 16;81964;Hållnäs;SE;7
Hålta kyrka;;Hålta Annex 130;44295;Hålta;SE;7
Ubbhults kapell;;Ubbhults kapell;43895;Hällingsjö;SE;7
Härnösands domkyrka;;Franzéngatan 18;87131;Härnösand;SE;7
Hässelby Villastads kyrka;;Riddersviksvägen 116;16572;Hässelby;SE;7
Stora Hammars kyrka;;Kyrkvägen 7;23632;Höllviken;SE;7
Församlingshemmet Hölö;;Klockargården;15392;Hölö;SE;4
Hörby kyrka;;Ringsjövägen 1;24231;Hörby;SE;7
Lyby kyrka;;Lyby 3801;24293;Hörby;SE;7
Äspinge kyrka;;Äspinge 5160;24295;Hörby;SE;7
Idre kyrka;;Byvägen 29;79091;Idre;SE;7
Storsäterns Kapell;;GRÖVELDALSVÄGEN 384;79792;Idre;SE;7
Iggesunds kyrka;;Forsavägen 1;82530;Iggesund;SE;7
Ingatorps kyrka;;Storgatan 18 F;57031;Ingatorp;SE;7
Åhls kyrka;;Kyrkvägen 23;79340;Insjön;SE;7
Alfta kyrka;;Västra Kyrkogatan 9;82230;Johannesgården;SE;7
Markuskyrkan i Björkhagen;;Malmövägen 51;12153;Johanneshov;SE;7
Jokkmokks gamla kyrka;;Köpmangatan 8;96232;Jokkmokk;SE;7
Jonsereds kyrka;;Anna-stinas lid;43375;Jonsered;SE;7
Maria kyrka;;Vasavägen 25;17752;Järfälla;SE;7
Kalmar domkyrka;;Storgatan;39232;Kalmar;SE;7
Sankta Birgitta kyrka;;Villagatan 2;39351;Kalmar;SE;7
Kareby församlingshem;;Kareby Kyrkväg 110;44293;Kareby;SE;4
Karlholms kyrka;;John Lundbergs väg 25;81962;Karlholmsbruk;SE;7
Karlskoga kyrka;;Kungsvägen 38;69131;Karlskoga;SE;7
Amiralitetskyrkan;;Vallgatan 11;37130;Karlskrona;SE;7
Domkyrkan;;Västra Kyrkogatan 5;65224;KARLSTAD;SE;7
Kista kyrka;;Kista torg 2;16442;Kista;SE;7
Hemmesdynge kyrka;;Hemmesdynge byaväg 121-1;23199;Klagstorp;SE;7
Tullstorps kyrka;;Tullstorpsvägen 276-0;23198;Klagstorp;SE;7
Östra Ingelstads kyrka;;Gårdlösavägen 26;23197;Klagstorp;SE;7
Väte kyrka;;Väte Annex 3;62378;Klintehamn;SE;7
Solberga församlingshem;;Solberga 650;44298;Kode;SE;4
Ekeberga kyrka;;Stora Vägen 1A;36543;Kosta;SE;7
Djurröds kyrka;;Djurröds byväg 112;29192;Kristianstad;SE;7
Heliga Trefaldighets kyrka;;Västra Boulevarden;29129;Kristianstad;SE;7
Träne kyrka;;Träne Byaväg 128;29192;Kristianstad;SE;7
Kullavikskyrkan;;Kyvik säng 17;42930;Kullavik;SE;7
Kvidinge kyrka;;Norra Kyrkogatan 14B;26572;Kvidinge;SE;7
Sankt Clemens kyrka;;Kyrkogatan 7;31230;Laholm;SE;7
Bergs sockenstuga;;Hoverberg 426;84562;Lammhult;SE;4
Sofia Albertina kyrka;;Kungsgatan 9;26129;Landskrona;SE;7
Ramundeboda kyrka;;Kyrkogatan 6;69530;Laxå;SE;7
Tiveds kyrka;;Kyrkogatan 6;69530;Laxå;SE;7
Rämmens kyrka;;Rämmens Kyrkogård;68294;Lesjöfors;SE;7
Spannarboda kyrka;;Spannarboda 501;71194;Lindesberg;SE;7
Bankekinds kyrka;;Anders Alreiks väg 7;58593;Linköping;SE;7
Kaga kyrka;;Kaga kyrka;58599;Linköping;SE;7
Ledbergs kyrka;;Norrmalmsvägen 23;58599;Linköping;SE;7
Sankt Hans kyrka;;Ekholmens centrum 8;58911;Linköping;SE;7
Sankt Lars kyrka;;Sankt Larsgatan 25A;58224;Linköping;SE;7
Vidingsjö kyrka;;Vidingsjö by 2;58739;LINKÖPING;SE;7
Ljungby kyrka;;Märta Ljungbergsvägen 9;34135;Ljungby;SE;7
Tutaryds kyrka;;Tutaryd 2;34196;Ljungby;SE;7
Ljusdals kyrka;;Ljusdals kyrka;82730;Ljusdal;SE;7
Lomma kyrka;;Prästbergavägen 71;23435;Lomma;SE;7
Ludvika Ulrika kyrka;;Dan Anderssons gata 2;77131;Ludvika;SE;7
Bergnäskyrkan;;Höträskvägen 2-4;97251;Luleå;SE;7
Sörbyakyrkan;;Knalltorpsvägen 2;97593;Luleå;SE;7
Maria Magdalena kyrka;;Flygelvägen 1;22472;Lund;SE;7
Samarbetskyrkan Sankt Knut;;Linero torg 12;22476;Lund;SE;7
Sankt Hans kyrka;;Fäladstorget 32;22658;Lund;SE;7
Ledsjö kyrka;;Ledsjö kyrka 1;53392;Lundsbrunn;SE;7
Lysviks kyrka;;Gamla vägen 29;68697;LYSVIK;SE;7
Åbygården;;Lundgatan 1;39597;Läckeby;SE;4
Löddeköpinge kyrka;;Ådalsvägen 12;24635;Löddeköpinge;SE;7
Löderups kyrka;;Österlenvägen 808;27177;Löderup;SE;7
Västra Torsås kyrka;;Lönashultsvägen 44;34253;Lönashult;SE;7
Lövstabruks kyrka;;Västra Gatan 32;81966;Lövstabruk;SE;7
Hyllie kyrka;;Gamlegårdsvägen 34;21620;Malmö;SE;7
Sankt Pauli kyrka;;Långbergsgatan 14;63353;Malmö;SE;7
Yttermalungs kapell;;KYRKVÄGEN 28;78230;MALUNG;SE;7
Eks kyrka;;Ullervadsvägen 2;54294;Mariestad;SE;7
Marieholmskyrkan;;Älgstigen 1;54244;Mariestad;SE;7
Ullervads kyrka;;Ullervadsvägen 2;54273;Mariestad;SE;7
Mellösa kyrka;;Harpsundsvägen 15;64263;Mellösa;SE;7
Godegårds kyrka;;Godegård 262;59198;Motala;SE;7
Motala kyrka;;Sjögatan 2;59130;Motala;SE;7
Foss kyrka;;Fossvägen 7;45532;Munkedal;SE;7
Munkfors kyrka;;Kyrkogatan;68430;Munkfors;SE;7
Mölle kapell;;Kullabergsvägen 65;26377;Mölle;SE;7
Fässbergs kyrka;;Terrakottagatan 3B;43142;Mölndal;SE;7
Stensjökyrkan;;Gunnebogatan 18;43166;Mölndal;SE;7
Toltorpskyrkan;;Dalgångsgatan 2;43139;Mölndal;SE;7
Mörarps församlingshem;;Brandmansgatan 3;25355;Mörarp;SE;4
Mörbylånga församlingshem;;Kyrkbyn 122 A;38651;Mörbylånga;SE;4
Nordingrå sockenstuga;;Vallenvägen 6;87030;Nordingrå;SE;4
Nordmarks kyrka;;Kyrkogatan 2;68293;Nordmarkshyttan;SE;7
Norra Åsums kyrka;;Esbjörn Mules väg 7B;29163;Norra Åsum;SE;7
Norrala kyrka;;Prästgården 918;82694;Norrala;SE;7
Hedvigs kyrka;;Tyska torget 1;60224;Norrköping;SE;7
Sankt Johannes kyrka;;Hagebygatan 77;60352;Norrköping;SE;7
Sankt Olai kyrka;;Skolgatan 12;60225;Norrköping;SE;7
Skogängsgården;;Wilhelm Wibergs gata 176;60377;Norrköping;SE;4
Ljusets kyrka;;Tomtbergavägen 16;14567;Norsborg;SE;7
Nykroppa kyrka;;Kyrkovägen 1;68290;Nykroppa;SE;7
Lids kyrka;;Lids kyrka;61191;Nyköping;SE;7
Ådals-Lidens kyrka;;Pelle Molins väg;88170;Näsåker;SE;7
Vinöns missionshus;;Södra Vinön 143;71593;Odensbacken;SE;4
Onsala kyrka;;Prästgårdsvägen 16;43931;Onsala;SE;7
Kristinebergskyrkan;;Ingenjörsvägen 18;57261;Oskarshamn;SE;7
Oskarshamns kyrka;;Kyrkoallén 1;57255;Oskarshamn;SE;7
Adventskyrkan Hjortkvarn;;Kyrkvägen 5;69793;Hjortkvarn;SE;7
Pålsboda kyrka;;Folkasbovägen 1;69731;Pålsboda;SE;7
Sköllersta kyrka;;Sockenvägen 20;69774;Sköllersta;SE;7
Svennevads kyrka;;Svennevads kyrka;69792;Pålsboda;SE;7
Ransäters kyrka;;Erlandervägen 8;68493;Ransäter;SE;7
Brevens kyrka;;Brevens kyrka;88031;Resele;SE;7
Fasterna kyrka;;Fasterna Kyrkväg 12;76296;Rånäs;SE;7
Grimetons kyrka;;Karsavägen 2;43298;Grimeton;SE;7
Hunnestads kyrka;;Hunnestads by 31;43291;Varberg;SE;7
Nösslinge kyrka;;Nösslinge kyrka;43299;Skällinge;SE;7
Skällinge kyrka;;Klockvägen 2;43299;Skällinge;SE;7
Rosersbergs församlingsgård;;Rosersbergsvägen 38;19571;Rosersberg;SE;4
Skånela kyrka;;Skånela kyrka;19596;Rosersberg;SE;7
Rydebäcks kyrka;;Frösögatan 1;25730;Rydebäck;SE;7
Katslösa kyrka;;Katslösa 115;27462;Rydsgård;SE;7
Agunnaryds kyrka;;Brånavägen;34177;Agunnaryd;SE;7
Ryssby kyrka;;Kyrkogatan 1;34176;RYSSBY;SE;7
Rättviks kyrka;;Kyrkvägen 11;79532;Rättvik;SE;7
Uppenbarelsekyrkan;;Kyrkplan 1;13334;Saltsjöbaden;SE;7
Stensätrakyrkan;;Sandstensvägen 45;81152;Sandviken;SE;7
Segeltorps kyrka;;Kapellvägen 9;14170;Segeltorp;SE;7
Mariakyrkan;;Olofsgatan 2;19330;Sigtuna;SE;7
Upphärads kyrka;;Torpavägen 10;46178;SJUNTORP;SE;7
Björka kyrka;;Björka kyrkoväg 5;27594;Sjöbo;SE;7
Ilstorps kyrka;;Ilstorps byaväg 16;27593;Sjöbo;SE;7
Södra Åsums kyrka;;Södra Åsumsvägen 7;27591;Sjöbo;SE;7
Östra Klagstorps kyrka;;Klagstorps k:a;27595;Sjöbo;SE;7
Skara domkyrka;;Järnvägsgatan 1;53230;Skara;SE;7
Skånings-Åsaka kyrka;;Skånings-åsaka Hertigabo 1;53296;Skara;SE;7
Stenums kyrka;;Skara Ö;53294;Skara;SE;7
Varnhems klosterkyrka;;Varnhems klosterkyrka;53273;Varnhem;SE;7
Gunnilbo kyrka;;Gunnilbo kyrka;73992;Skinnskatteberg;SE;7
Skinnskattebergs kyrka;;Kyrkvägen 3;73931;SKINNSKATTEBERG;SE;7
Ljuders kyrka;;LJUDERS PRÄSTGÅRD 117;36053;Skruv;SE;7
Slimminge kyrka;;Slimminge kyrka;27492;Skurup;SE;7
Katarinakapellet i Skyttorp;;Uggelbovägen 1;74394;Skyttorp;SE;7
Stora Sköndals kyrka;;Hjalmar Danells väg 1;12864;Sköndal;SE;7
Däldernas kapell;;Kapellvägen 66;54947;Skövde;SE;7
Sankta Helena kyrka;;Hertig Johans gata 14;54130;Skövde;SE;7
Smedstorps kyrka;;Gårdlösavägen 26;27398;Smedstorp;SE;7
Östra Broby kyrka;;Kyrkogatan 6;28941;Broby;SE;7
Magra kyrka;;Bjärlandavägen 100;46692;Sollebrunn;SE;7
Stora Mellby kyrka;;Prästvägen 33;46694;Sollebrunn;SE;7
Eds församlingsgård;;Ed 301;88194;Sollefteå;SE;4
Multrå kyrka;;Multrå kyrkobord 305;88192;Sollefteå;SE;7
Sollefteå kyrka;;Kyrkvägen 20;88134;Sollefteå;SE;7
Sånga kyrka;;Sånga 160;88192;Sollefteå;SE;7
Ådalsbyn;;Hembygdsvägen 12;88140;Sollefteå;SE;4
Sorunda kyrka;;Kyrkgatan 26;14870;Sorunda;SE;7
Hyltinge kyrka;;Hyltinge kyrka;64991;Sparreholm;SE;7
Herman Palmsalen;;Herman Palms plan 4;17960;Stenhamra;SE;4
Finska kyrkan;;Slottsbacken 2B;11130;Stockholm;SE;7
Hedvig Eleonora kyrka;;Storgatan 7;11451;Stockholm;SE;7
Katarina kyrka;;Högbergsgatan 13;11620;Stockholm;SE;7
Sjöstadskapellet;;Lugnets allé 46;12066;Stockholm;SE;7
Lungsunds kyrka;;Lungsunds kyrka;68891;Storfors;SE;7
Storfors kyrka;;Kyrkogatan 5;68830;Storfors;SE;7
Strängnäs domkyrka;;Domkyrkan 1;64530;Strängnäs;SE;7
Strövelstorps kyrka;;Prästgårdsvägen 42;26270;STRÖVELSTORP;SE;7
Stånga kyrka;;Stånga kyrka;62360;Stånga;SE;7
Sundbybergs kyrka;;Rosengatan 15;17270;SUNDBYBERG;SE;7
Svalövs kyrka;;Svalövs kyrka;26821;Svalöv;SE;7
Sätila kyrka;;Kyrkstallsvägen 2;51169;SÄTILA;SE;7
Sankta Ragnhilds kyrka;;Mälaregatan 6;15171;Södertälje;SE;7
Sövde kyrka;;Sövdeborgsvägen 15;27596;Sövde;SE;7
Fjällbacka kyrka;;Kvillevägen 4;45732;Tanumshede;SE;7
Tavelsjö kyrka;;Strandvägen 40;90262;Tavelsjö;SE;7
Teckomatorps församlingshem;;Föreningsgatan 2;26871;Teckomatorp;SE;4
Nathanaelgården;;Ringgatan 1;81537;Tierp;SE;4
Söderfors kyrka;;Tierpsgården Backbrovägen 3;81591;TIERP;SE;7
Tolfta kyrka;;Ersta 817;81592;Tierp;SE;7
Låstads kyrka;;Ullervadsvägen 2;54195;Timmersdala;SE;7
Tegelsmora kyrka;;Tegelsmora 315;74896;Tobo;SE;7
Torpshammars kyrka;;FRÄNSTAVÄGEN 299;84175;Torpshammar;SE;7
Fryksände kyrka;;Kyrkogatan 26;68522;Torsby;SE;7
Torshälla kyrka;;Kyrkogatan 1;66431;Torshälla;SE;7
Amhults kyrka;;Gamla flygplatsvägen 23;42337;Torslanda;SE;7
Torslanda församlingshem;;Torslanda Torg 10;42332;Torslanda;SE;4
Tranemo församlingshem;;Kyrkogatan 2;51432;Tranemo;SE;4
Traryds kyrka;;Kyrkvägen 9;28772;TRARYD;SE;7
Bösarps kyrka;;Bösarps kyrka;23191;Trelleborg;SE;7
Gislövs kyrka;;Gislövs kyrka;23191;Gislöv;SE;7
Sankt Nicolai kyrka;;Norregatan 14;23143;Trelleborg;SE;7
Spannarps kyrka;;Himlevägen 36;43277;Tvååker;SE;7
Tvååkers kyrka;;Kyrkogatan 18;43278;TVÅÅKER;SE;7
Tibble kyrka;;Attundavägen 3;18323;TÄBY;SE;7
Töreboda kyrka;;Töreboda kyrka;54523;TÖREBODA;SE;7
Ulricehamns kyrka;;Västra Kyrkogatan;52330;Ulricehamn;SE;7
Carlskyrkan;;Kvartsvägen 1;90741;Umeå;SE;7
Västerslättskyrkan;;Timotejvägen 2;90352;Umeå;SE;7
Ålidhemskyrkan;;Studentvägen 2;90738;Umeå;SE;7
Boteå kyrka;;Västerhällan 212;88195;Undrom;SE;7
Uppsala domkyrka;;Domkyrkoplan;75310;Uppsala;SE;7
Vadstena klosterkyrka;;Lasarettsgatan 5;59230;Vadstena;SE;7
Vallda kyrka;;Vallda Kyrkbyväg 8;43490;Vallda;SE;7
Frösunda kyrka;;Frösunda-Prästgård 4;18695;Vallentuna;SE;7
Markims kyrka;;Markims kyrkväg 9;18693;Vallentuna;SE;7
Orkesta kyrka;;Orkesta kyrka;18694;Vallentuna;SE;7
Fjärestads kyrka;;Fjärestadsvägen 290;25342;Vallåkra;SE;7
Varbergs kyrka;;Kyrkogatan 2;43141;Varberg;SE;7
Tensta kyrka;;Tensta 20;74393;Vattholma;SE;7
Församlingsgården Vaxholm;;Hamngatan 25;18521;Vaxholm;SE;4
Vaxholms kyrka;;Kungsgatan 6;18534;Vaxholm;SE;7
Vikens kyrka;;Pontus Ols väg 1;26331;Viken;SE;7
Lindärva kyrka;;Lindärva kyrka;53191;VINNINGA;SE;7
Träkumla kyrka;;Träkumla kyrka;62194;Visby;SE;7
Vrena församlingshem;;Vrena kyrkväg;61173;VRENA;SE;4
Kullings-Skövde kyrka;;Stockholmsvägen 29;44732;Vårgårda;SE;7
Väckelsångs kyrka;;Gamla vägen;36251;Väckelsång;SE;7
Sankt Tomas kyrka;;Kirunagatan 9;16268;Vällingby;SE;7
Vänersborgs kyrka;;Kyrkogatan 26;46230;Vänersborg;SE;7
Odensåkers kyrka;;Odensåker Logården 1;54996;Väring;SE;7
Värmdö kyrka;;Värmdövägen 55-57;13950;Värmdö;SE;7
Värnamo kyrka;;Kyrkogatan 17;33131;Värnamo;SE;7
Bua kyrka;;Hultavägen 13;43264;Bua;SE;7
Stråvalla kyrka;;Stenviksvägen 13;43265;VÄRÖBACKA;SE;7
Värö kyrka;;Vallavägen;43265;VÄRÖBACKA;SE;7
Sankt Petri kyrka;;Göran Olsgatan;21122;Malmö;SE;7
Sankt Petri kyrka;;Östra Kyrkogatan 67;59333;Västervik;SE;7
Mikaelikyrkan;;Hammarbacksvägen 1;72467;Västerås;SE;7
Älvsborgs församlingshem;;Hagens Kapellväg 6;42671;Västra Frölunda;SE;4
Växjö domkyrka;;Linnégatan 2A;35233;Växjö;SE;7
Öjaby kyrka;;Helgövägen 4;35250;Växjö;SE;7
Åhus Sankta Maria kyrka;;Torget 15;29631;Åhus;SE;7
Enslövs kyrka;;Kyrkvägen 34;31395;Åled;SE;7
Skavböke kapell;;Skavböke 571;31392;Oskarström;SE;7
Holmedals kyrka;;Holmedals prästgård;67294;Årjäng;SE;7
Silbodals kyrka;;Storgatan 8;67231;Årjäng;SE;7
Björnekulla kyrka;;Järnvägsgatan 24;26531;Åstorp;SE;7
Älmeboda kyrka;;Gamla vägen 9;36298;Älmeboda;SE;7
Älmhults kyrka;;Norra Klöxhultsvägen 3;34336;Älmhult;SE;7
Älvdalens kyrka;;Dalgatan 80;79631;Älvdalen;SE;7
Brännkyrka kyrka;;Götalandsvägen 191;12535;Älvsjö;SE;7
Barkåkra kyrka;;Barkåkravägen 199;26291;Ängelholm;SE;7
Skäldervikens församlingshem;;Källvägen 4;26261;Ängelholm;SE;4
Ödsmåls kyrka;;Ödsmåls kyrkväg 1;44495;Ödsmål;SE;7
Adolfsbergs kyrka;;Glomman 127;70230;Örebro;SE;7
Gamla kyrkan Mikael;;Hjärstavägen 33;70358;Örebro;SE;7
Mosjö församlingshem;;Prästgårdsvägen 34;70233;Örebro;SE;4
Örnsköldsviks kyrka;;Storgatan 29F;38290;Örnsköldsvik;SE;7
Giresta kyrka;;Giresta kyrka;74962;Örsundsbro;SE;7
Mariakyrkan;;Ängsvägen 8;74960;Örsundsbro;SE;7
Örsjö kyrka;;Växjövägen 2;74832;Österbybruk;SE;7
Gamla kyrkan;;Kyrkgatan 41;83134;Östersund;SE;7
Stora kyrkan;;Rådhusgatan 45;83136;Östersund;SE;7
Östra Kärrstorps församlingshem;;Östra Kärrstorpsvägen 369;59096;Överum;SE;4
Övraby kyrka;;Gårdlösavägen 26;66721;Övre Ullerud;SE;7
Resele kyrka;;Resele kyrka;88031;Resele;SE;7
Byagården Runemo;;Kasernvägen 14;82292;Alfta;SE;4
Alingsås Teaterförening;;Nygatan 18;44130;Alingsås;SE;4
Rosenhagen;;Landsvägen 2229;23170;Anderslöv;SE;4
Stadskällaren;;Nygatan 42;73230;Arboga;SE;10
Lilla Teatern i Axmarby;;Axmarstig 74;81794;Axmar;SE;8
Åkerö slott;;Åkerö slott;64297;Bettna;SE;4
Hörsalen;;Folkungavägen 8;23734;Bjärred;SE;4
Hörsalen Bjärehovskolan;;Lingvägen 17;23734;Bjärred;SE;4
Wasabryggeriet;;Sveagatan 1;78433;Borlänge;SE;4
Boxholms kyrka;;Hjortstigen 2;59013;Boxholm;SE;7
Branteviks Idrottsplats;;Hylkavägen 10;27238;Brantevik;SE;5
MårtenPers Scen;;MårtenPers Källa;27292;Brantevik;SE;4
Svea bio Delsbo;;Köpmangatan 14;82471;Delsbo;SE;4
RältaGården;;Djura Hissenvägen 1;79393;Djura;SE;4
Kolsebro Kulturverkstad;;ALBERTSSONGÅRDEN;59475;Edsbruk;SE;4
Restaurang Jungfrusund;;Bryggavägen 133;17851;Ekerö;SE;10
Rosenhills Trädgård och Musteri;;Nyckelbyvägen 22;17890;Ekerö;SE;10
Neonparken;;Rasslebygd 201;36133;Emmaboda;SE;5
Torslund;;Hällberga;63519;Eskilstuna;SE;5
Brasseriet Plantis;;Sankt Olofsgatan 23;52143;Falköping;SE;10
Wrågården Restaurang;;Friggeråker Wrågården;52196;Falköping;SE;10
Gamla Elverket;;Ölandsgatan 8;79160;Falun;SE;4
Gården Kämpersvik;;HELJERÖD 3;45071;Fjällbacka;SE;4
Fjärås Bygdegård;;Tostaredsvägen 219;43974;Fjärås;SE;4
Floda lada;;Floda allé 4;44830;Floda;SE;4
Mariehöjd Smørrebrøds Café;Mariehöjd Smörrebröds Café;Drängseredsvägen 36;44835;Floda;SE;10
Allhem;;Allhemsvägen 22;45832;Färgelanda;SE;5
Sörfjärdens Kapell;;Strandvägen 5;82962;Gnarp;SE;7
Falkeröd Café & Ladan ;Falkeröd Cafe och Ladan ;Falkerödsvägen 8;45772;Grebbestad;SE;10
Grisslehamns kapell;;Grisslehamns kapell;76456;Grisslehamn;SE;7
Dansscenen Grännaberget;;Stadsberget 3;56391;Gränna;SE;5
Uppgränna Byagård;;Uppgränna 18;56391;Gränna;SE;4
Mossviken Vänna;;Mossviken Vänna;66693;Gustavsfors;SE;5
Cafe Udden;;Benedicks väg 5;81197;Gysinge;SE;10
Betlehemskyrkan Göteborg;;Erik Dahlbergsgatan 11b;41126;Göteborg;SE;7
Whoopsi Daisy;;Wieselgrensplatsen 11;41739;Göteborg;SE;10
Frilagret;;Heurlins Plats 1;41301;Göteborg;SE;4
