name;search_name;address;zipcode;city;country_code;type
Evenew;;Universitetsvägen 6d;10405;Stockholm;SE;6
Vasateatern;;Vasagatan 19;11120;Stockholm;SE;8
Strindbergs Intima Teater;;Barnhusgatan 20;11123;Stockholm;SE;8
Scalateatern;;Wallingatan 32;11124;Stockholm;SE;8
Dansens Hus;;Barnhusgatan 12-14;11124;Stockholm;SE;4
Tyska kyrkan;;Svartmangatan 16;11129;Stockholm;SE;7
Storkyrkan;;Trångsund 1;11129;Stockholm;SE;7
Ångbåten Blidösund;;Skeppsbrokajen 101;11130;Stockholm;SE;9
Hyde Stockholm;;Jakobsbergsgatan 15;11144;Stockholm;SE;3
Wallmans Stockholm;;Teatergatan 3;11148;Stockholm;SE;10
MDT;;Slupskjulsvägen 30;11149;Stockholm;SE;8
Teater Galeasen;;Slupskjulsvägen 32;11149;Stockholm;SE;8
Medelhavsmuseet;;Fredsgatan 2;11152;Stockholm;SE;4
Konstakadmien;;Fredsgatan 12;11152;Stockholm;SE;4
Hamburger Börs;;Jakobsgatan 6;11152;Stockholm;SE;4
Unga Klara;;Sergelgatan 7;11157;Stockholm;SE;8
The Laugh House på Scandic Klara;;Slöjdgatan 7;11157;Stockholm;SE;4
Citykonferensen;;Malmskillnadsgatan 46;11157;Stockholm;SE;4
Adolf Fredriks kyrka;;Holländargatan 14;11160;Stockholm;SE;7
Elverket;;Linnégatan 69;11212;Stockholm;SE;4
Blå Hallen;;Hantverkargatan 1;11221;Stockholm;SE;4
Ö2 Kungsholmen;;Bergsgatan 11;11223;Stockholm;SE;8
Le Bistrot de Wasahof;;Dalagatan 46;11324;Stockholm;SE;10
Gustav Vasa Kyrka;;Karlbergsvägen 5;11327;Stockholm;SE;7
Filadelfia Convention Center;;Rörstrandsgatan 5;11340;Stockholm;SE;4
Stefanskyrkan;;Frejgatan 20b;11349;Stockholm;SE;7
Restaurang Sue Ellen;;Tulegatan 17;11353;Stockholm;SE;10
Dansens Hus C/O Accelerator;Dansens Hus co Accelerator;Frescativägen 26A;11418;Stockholm;SE;4
Engelbrektskyrkan;;Östermalmsgatan 20;11426;Stockholm;SE;7
Maximteatern;;Karlaplan 4;11460;Stockholm;SE;8
Prins Eugens Waldemarsudde;;Prins Eugens väg 6;11521;Stockholm;SE;4
Blå Porten;;Djurgårdsvägen 64;11521;Stockholm;SE;10
Cirkus;;Djurgårdsslätten 43-45;11521;Stockholm;SE;8
Tyrol;;Lilla Allmänna gränd 2;11521;Stockholm;SE;10
Etnografiska museet;;Djurgårdsbrunnsvägen 34;11527;Stockholm;SE;4
Gärdet;;Ladugårdsgärdet;11528;Stockholm;SE;5
Stora Skuggans utedansbana;;Stora Skuggan;11542;Stockholm;SE;5
Hjorthagens Kulturhus;;Artemisgatan 19;11542;Stockholm;SE;4
Stockholms konstnärliga högskola;;Valhallavägen 189;11553;Stockholm;SE;4
Banankompaniet;;Frihamnsgatan 14;11556;Stockholm;SE;4
Kungliga Musikhögskolan;;Vallhallavägen 105;11591;Stockholm;SE;4
Göta Lejon;;Götgatan 55;11621;Stockholm;SE;8
La Cucaracha;;Bondegatan 2;11623;Stockholm;SE;10
Sofia kyrka;;Klefbecks backe;11635;Stockholm;SE;7
Sofias lokal;;Erstagatan 22;11636;Stockholm;SE;4
Twang;;Katarina Bangata 25;11639;Stockholm;SE;10
Svartklubben;;Södermannagatan 27;11640;Stockholm;SE;10
Orionteatern;;Katarina Bangata 77;11642;Stockholm;SE;4
Södra Teatern;;Mosebacke Torg 1-3;11646;Stockholm;SE;4
Ö2 Södermalm;;Götgatan 73;11662;Stockholm;SE;8
Lasse i parken;;Högalidsgatan 56;11730;Stockholm;SE;5
Stora Henriksvik;;Långholmsmuren 21;11733;Stockholm;SE;5
Drakenbergssalen;;Lignagatan 8;11734;Stockholm;SE;4
Färgfabriken;;Lövholmsbrinken 1;11743;Stockholm;SE;4
Wintervikens scen;;Vinterviksvägen 60;11765;Stockholm;SE;4
Münchenbryggeriet;;Torkel Knutssonsgatan 2;11825;Stockholm;SE;4
Rival;;Mariatorget 3;11848;Stockholm;SE;8
Slaktkyrkan;;Styckmästargatan 10;12162;Johanneshov;SE;3
Fållan;;Hallgränd 19;12162;Johanneshov;SE;3
Slakthuset;;Slakthusgatan 6;12162;Johanneshov;SE;3
Gamla Enskede Bryggeri;;Bolidenvägen 8;12163;Johanneshov;SE;10
Avicii Arena;;Avicii Arena;12177;Johanneshov;SE;6
Tele2 Arena;;Arenaslingan 14;12177;Johanneshov;SE;6
Hovet;;Arenaslingan 9;12177;Stockholm;SE;6
Triangelkyrkan;;Stockholmsvägen 18;12262;Enskede;SE;7
Dansens Hus Hallen;;Mårbackagatan 11;12343;Farsta;SE;4
Nya Rågsveds Folkets Hus;;Rågsvedsvägen 11;12465;Bandhagen;SE;4
Stockholmsmässan;;Mässvägen 1;12530;Älvsjö;SE;6
Karl o Kristinas Trädgård;;Skarpnäcksvägen 52;12838;Skarpnäck;SE;5
Bagarmossens Folkets hus;;Lillåvägen 44;12845;Bagarmossen;SE;4
Mälarhöjdens Friluftsteater;;Pettersbergsvägen 114;12940;Hägersten;SE;5
Nämdö Kyrka;;Nämdö Sand 100;13036;Nämdö;SE;7
Idöborg;;Idöborg;13036;Nämndö;SE;5
Möja kyrka;;Möja Bergs By 222;13043;Möja;SE;7
Nacka Strand Möten & Event;Nacka Strand Möten och Event;Augustendalstorget 6;13152;Nacka Strand;SE;4
Dieselverkstaden;;Marcusplatsen 17;13154;Nacka;SE;4
Nacka Aula;;Griffelvägen 11;13156;Nacka;SE;4
Ranchen Tyresö;;Tegelbruksvägen 1;13568;Tyresö;SE;10
Djurö kyrka;;Djurö kyrkväg 30;13973;Djurhamn;SE;7
Djurönäset;;Seregårdsvägen 1;13973;Djurhamn;SE;5
Armémuseum;Armemuseum;Riddargatan 13;14151;Stockholm;SE;4
Sturehovs slott;;Sturehovs slott;14590;NORSBORG;SE;4
Norrtälje kyrka;;Kyrkogata 2;76130;Norrtälje;SE;7
Folkets Hus Bio Vågen;;Stadshusgränd 3;14930;Nynäshamn;SE;4
Estrad;;Nyköpingsvägen 26;15189;Södertälje;SE;8
Gula Villan;;Turingvägen 9;15336;Järna;SE;4
Kulturhuset Ytterjärna;;Kulturcentrum 14;15391;Järna;SE;4
Idala;;Idala 3;15393;Mörkö;SE;5
Furuborghallen;;Trädgårdsvägen 23;15532;Nykvarn;SE;6
Svensk Galopp;;Hästsportens Hus;16111;Bromma;SE;5
Spånga Folkan;;Spångavägen 353;16355;Spånga;SE;4
Kistamässan;;Kistagången 1;16440;Kista;SE;4
Kaskad;;Blackebergsplan 3;16949;Bromma;SE;8
Quality Hotel Strawberry;;Råsta Strandväg 1;16979;Solna;SE;4
Top Floor | Mall of Scandinavia;;Stjärntorget 2;16979;Solna;SE;5
Strawberry Arena;;Råsta Strandväg 1;16979;Solna;SE;6
La Botanica;;Stjärntorget 2;16979;Stockholm;SE;10
Confidencen;;Slottsallén 3;17079;Solna;SE;8
Järfälla Kulturscen;;Mälarvägen 2;17741;Järfälla;SE;4
Klubb Fredagsmangel;;Drabantvägen 11;17750;Jakobsberg;SE;3
Kulturhuset Ekerö;;Ångsbåtsvägen 8;17823;Ekerö;SE;4
Drottningholms Slottsteater;;Drottningens Paviljong;17893;Drottningholm;SE;8
Tibble Teater;;Attundavägen 1;18334;Täby;SE;7
Berga Teater;;Lennart Neckmans väg 8;18430;Åkersberga;SE;8
Ekbacken;;Centralvägen 55;18432;Åkersberga;SE;5
Isacs Äng;;Bruksgårdsvägen 10;18493;Åkersberga;SE;5
Gregersboda Gård;;Gregersboda gård 1;18493;Åkersberga;SE;4
Ljusterö kyrka;;Mellansjövägen 45;18495;Ljusterö;SE;7
Marums gård;;Marums gård;18497;Ljusterö;SE;5
Vallentuna Teater;;Gymnasievägen 4;18636;Vallentuna;SE;8
Vallentuna Kulturhus;;Allévägen 1-3;18686;Vallentuna;SE;4
Edsbergs slott;;Landsnoravägen 10;19251;Sollentuna;SE;4
Messingen;;Love Almqvists torg 1;19477;Upplands Väsby;SE;4
Kulturlänken;;Kulturtorget 9;19530;Märsta;SE;4
Biokällan Folkets bio;;Stockholmsvägen 25;19534;Märsta;SE;4
We Arlandastad;;Pionjärvägen 71;19561;Arlanda;SE;4
Kulturhuset;;Furuhällsplan 1;19640;Kungsängen;SE;4
Lejondals slott;;Lejondals Allé 6;19734;Bro;SE;4
Bro Park;;Önsta Allé 1;19793;Bro;SE;5
Kockum Fritid;;Västra Varvsgatan 8;21111;Malmö;SE;4
Malmö Live Konserthus;;Dag Hammaskjölds Torg 4;21118;Malmö;SE;2
KP;;Posthusplatsen 4;21120;Malmö;SE;10
Nyhamnen;;Grimsbygatan 24;21120;Malmö;SE;5
Bastionen;;Norra Vallgatan 28;21125;Malmö;SE;4
Palladium;;Södergatan 15;21134;Malmö;SE;4
Medley;;Södra Promenaden 51;21138;Malmö;SE;3
Sibbarp;;Östra Rönneholmsvägen;21143;Malmö;SE;4
Ungdomens Hus;;Norra Skolgatan 10B;21152;Malmö;SE;4
Babel;;Spångatan 38;21153;Malmö;SE;3
Barnens Scen;;Falsterbogatan 17;21436;Malmö;SE;8
Folkets park;;Amiralsgatan 35;21437;Malmö;SE;5
Annelundsgården;;Annelundsgatan 61;21444;Malmö;SE;5
Moomsteatern;;Olof Palmes plats 1;21444;Malmö;SE;8
Malmö Arena;;Hyllie Stationstorg 2;21532;Malmö;SE;6
Malmömässan;;Mässgatan 6;21532;Malmö;SE;4
Malmö Arena Hotel;;Hyllie Boulevard 12;21532;Malmö;SE;4
Studiomässan Malmö;;Stadiongatan 25;21567;Malmö;SE;4
Hyllie Park kyrkan ;;Elinelundsvägen 55D;21623;Malmö;SE;7
Tallriken, Pildammsparken;;Pildammsparken;21746;Malmö;SE;5
Restaurang Fokus;;Regementsgatan 64;21751;Malmö;SE;10
Stadionmässan;;Stadiongatan 25;21762;Malmö;SE;4
Skyttebanan vid Kalkbrottsgatan;;Skatvägen 12;21832;Bunkeflostrand;SE;4
Lunds Allhelgonakyrka;;Allhelgona Kyrkogata 1;22221;Lund;SE;7
Hotel Lundia;;Knut den stores gata 2;22221;Lund;SE;4
Månteatern;;Bredgatan 3;22221;Lund;SE;8
Lunds domkyrka;;Kyrkogatan 6;22222;Lund;SE;7
Lunds Stadshall;;Stortorget 9;22223;Lund;SE;2
Hotel Concordia;;Stålbrogatan 1;22224;Lund;SE;4
Sparbanken Skåne Arena;;Arenatorget 2-6;22228;Lund;SE;6
Grand Hotel;;Bantorget 1;22229;Lund;SE;4
Lunds Stadsteater;;Kiliansgatan 13;22350;Lund;SE;8
Magle Konserthus;;Magle St Kyrkogata 4;22350;Lund;SE;2
Lunds konsthall;;Mårtenstorget 3;22351;Lund;SE;4
Stenkrossen;;Kastanjegatan 13;22357;Lund;SE;4
Folkparken Rotundan;;Trollebergsvägen 58;22731;Lund;SE;4
Mästers Park;;Fjelievägen 58;22732;Lund;SE;5
Stenladan i Torup;;Torupsvägen 515;23040;Bara;SE;4
Torup Slott - Stenladan;;Torupsvägen 515;23040;Bara;SE;4
Trelleborgs bibliotek;;Astrid Lindgrens allé;23143;Trelleborg;SE;4
Söderslättshallen;;Klörupsvägen 48;23156;Trelleborg;SE;4
Parken kultur- och konferenscenter;;Norregatan 46-48;23163;Trelleborg;SE;4
vid Magasinet;;Smyge strandväg 10;23178;Smygehuk;SE;4
Smygehuk;;Smygehuk;23178;Trelleborg;SE;5
Bösarp Kyrka;;Bösarp Kyrka;23191;Trelleborg;SE;7
Jordberga Gods;;Jordbergaallén 154-44;23199;Klagstorp;SE;4
Arlövs Teater;;Bolagsgatan 10;23231;Arlöv;SE;8
Segers Söta;;Kabbarps Smedjeväg 7-10;23252;Åkarp;SE;4
vid Hvilans Folkhögskola;;Lundavägen 68;23252;Åkarp;SE;4
Kulturhuset Flamman;;Hantverkaregatan 7;23332;Svedala;SE;4
Smokey Barbecue;;Museivägen 21;23691;Höllviken;SE;10
Bjerreds Station;;Södra Västkustvägen 23;23736;Bjärred;SE;5
Borgeby Fältdagar;;Borgeby Slottsväg 11;23791;Bjärred;SE;5
Borgeby Slott;;Borgeby Slottsv. 13;23791;Lomma;SE;4
Falsterbo kyrka;;Kyrkogatan;23940;Falsterbo;SE;7
Klubb Strandbaden;;Strandbadsvägen 30;23942;Falsterbo;SE;3
Bistro Perspektiv;;Strandbadsvägen 30;23942;Falsterbo;SE;10
Marieholms bibliotek;;Skolgatan 1;24172;Marieholm;SE;4
Höörs Gästgiwfaregård;;Gamla Torg 4;24230;Höör;SE;4
Kulturhuset Anders;;Stenskogsvägen 2;24330;Höör;SE;4
Ringsjö Wärdshus;;Stenlycke 202;24395;Höör;SE;10
Gullåkra vid Gullåkravägen;;Gullåkra byaväg 10;24535;Staffanstorp;SE;4
Medborgarhuset;;Blekingevägen 1;24538;Staffanstorp;SE;4
Friluftsbadet;;Hällestadsvägen 16;24732;Södra Sandby;SE;4
Bollbrolyckan;;Bollbrogatan 6;25218;Helsingborg;SE;4
Dunkers kulturhus;;Kungsgatan 11;25221;Helsingborg;SE;4
Clarion Hotel Sea U;;Kungsgatan 1;25221;Helsingborg;SE;4
Sankta Maria Kyrka;;Mariagatan 8B;25223;Helsingborg;SE;7
Nöjesgrytan;;Slottshagen;25223;Helsingborg;SE;5
Helsingborg stadsteater;;Stortorget 10;25223;Helsingborg;SE;8
Charles Dickens Pub & Restaurang;Charles Dickens Pub och Restaurang;Södergatan 43;25225;Helsingborg;SE;10
Pingstkyrkan;;Gåsebäcksvägen 10;25227;Helsingborg;SE;7
Brandstationen Gåsebäck;;Gåsebäcksvägen 2;25227;Helsingborg;SE;4
Parapeten;;Parapeten 1;25267;Helsingborg;SE;4
Sundspärlan;;Fältarpsvägen 60;25275;Helsingborg;SE;4
Sofiero slott;;Sofierovägen 131;25284;Helsingborg;SE;5
Strandplan;;Strandgatan 21-19;25332;Haparanda;SE;5
Pålsjö Krog;;Drottninggatan 151;25433;Helsingborg;SE;10
Olympia Park;;Mellersta Stenbocksgatan 14;25437;Helsingborg;SE;5
Helsingborg Arena;;Mellersta Stenbocksgatan 14;25437;Helsingborg;SE;6
Fredriksdalsteatern;;Gisela Trapps väg 13;25437;Helsingborg;SE;5
Muskötgatan;;Muskötgatan 10;25466;Helsingborg;SE;4
Sofiero Gård;;Sofierovägen 118;25482;Helsingborg;SE;5
Poppegården i Domsten;;Byagatan 79;25591;Domsten;SE;5
Sundspärlan Friluftsteater;;Fältarpsvägen 60;25659;Helsingborg;SE;5
Strövelstorps Bygdegård;;Södra strövelstorpsvägen 137;26039;Hasslarp;SE;4
Krapperups Musikhall;;Krapperupsvägen 409;26041;Nyhamnsläge;SE;4
Missionshuset;;Sankt Arilds väg 15;26043;Arild;SE;4
Landskrona Teater;;Järnvägsgatan 2;26131;Landskrona;SE;8
Citadellet Landskrona;;Citadellet;26131;Landskrona;SE;5
Lock Stock & Barrel;Lock Stock och Barrel;Borgmästargatan 2;26132;Landskrona;SE;10
vid Skepparvägen;;Önskevägen 12;26161;Landskrona;SE;4
Ängelholms Hembygdspark;;Thorslundsgatan 13;26221;Ängelholm;SE;5
Jarl Kulle-scenen;;Skolgatan 4;26231;Ängelholm;SE;8
Stortorget i Ängelholm;;Stortorget;26232;Ängelholm;SE;5
Tullakroksängen, Hembygdsparken;;Thorslundsgatan 21;26233;Ängelholm;SE;5
HUS 57;;Östergatan 57;26235;ÄNGELHOLM;SE;4
Revyteatern;;Nybrovägen 5;26263;Ängelholm;SE;8
Himmelsfärdskyrkan;;Kyrkplatsen 3;26331;Höganäs;SE;7
Tivolihuset;;Östra Parkgatan 2;26333;Höganäs;SE;4
Höganäs Bryggeri;;Bruksgatan 36;26339;Höganäs;SE;10
Kullateatern;;Långarödsvägen 37a;26343;Höganäs;SE;8
Holy Smoke BBQ;;Krapperups Kyrkoväg 116;26372;Nyhamnsläge;SE;10
Mor Cilla;;Mor Cillas gränd 1;26373;Arild;SE;4
Ingelsträde Cirkusmuseum;;Ingelsträde byav 11;26391;Höganäs;SE;5
Bläsinge Gård Kullabygden;;Gamla Södåkravägen 127;26392;Jonstorp;SE;5
Brandstationen Torggatan;;Torggatan 47;26434;Klippan;SE;4
Klippans Pappersbruk;;Bruksallén 9;26439;Klippan;SE;5
Ekebo Nöjescentrum;;Axtorpsvägen 71;26694;Munka-Ljungby;SE;5
Stationen Röstånga;;Bangårdsgatan 1;26868;Röstånga;SE;10
Pepes Bodega;;Hamngatan 6;26933;Båstad;SE;3
Prästlidens parkering;;Italienska vägen 20;26934;Båstad;SE;4
Ravinen Kulturhus;;Kattiksvägen 231;26991;Båstad;SE;4
Stranden;;Hamngatan;26995;Båstad;SE;5
Klosterkyrkan;;Klostergatan 10;27134;Ystad;SE;7
Lilla Östergatan 3;;Lilla östergatan 3;27135;Ystad;SE;4
Sandskogens Idrottsplats Ystad;;Saltsjöbadsvägen 17;27139;Ystad;SE;5
Surbrunnsparken;;Surbrunnsvägen 24;27140;Ystad;SE;5
Grändens mat;;Besökaregränd 3;27142;Ystad;SE;10
Sankta Maria kyrka;;Stortorget 2A;27143;Ystad;SE;7
Fredenslund vid Västerleden;;Missunnavägen 5;27152;Ystad;SE;4
Ystad Saltsjöbad;;Saltsjöbadsvägen 15;27160;Ystad;SE;5
Backagården;;Östra Kustvägen 987;27177;Löderup;SE;10
Strandkompaniet;;Strandvägen 5;27177;Löderup;SE;5
Kåseberga Hamn;;Ales väg 34;27178;Löderup;SE;5
Charlottenlund slott;;Charlottenlunds Allé 90;27193;Ystad;SE;4
Sommarteatern Ystad;;Karlshemsvägen 51;27198;Ystad;SE;5
Öja Krog;;Sylvans Allé 64;27198;Ystad;SE;10
Konstmuseet Gösta Werner;;Strandvägen 5;27231;Simrishamn;SE;4
Fabriksgatan;;Testgatan 1;27236;Simrishamn;SE;4
Gylleboverket;;Tornavägen;27297;Gärsnäs;SE;4
Christinehof Slott;;Kristinehov Kronhjorten 101;27357;Brösarp;SE;4
Tryde Kyrka;;Trydevägen 57;27397;Tomelilla;SE;7
Marknadsplatsen;;Sparbanksgatan 2;27532;Sjöbo;SE;4
Solhällan;;Parkgatan 5;27640;Löderup;SE;5
Tingshuset 1881;;Ystadsvägen 38;27650;Hammenhög;SE;4
vid Idrottsplatsen;;Kaptensgatan 10-22;27660;Skillinge;SE;4
Hamnen Kivik;;Brogatan 7;27730;Kivik;SE;5
Vitaby Lanthandel;;Sankt Olofsvägen 1;27736;Vitaby;SE;5
Bjärnum Stadsteater;;Verumsvägen 33;28020;Bjärnum;SE;8
Hovdala Naturområde;;Boketorp 6220;28123;Hässleholm;SE;5
Hässleholm Kulturhus;;Vattugatan 18;28131;Hässleholm;SE;4
Hässleholm Kulturhus;;Vattugatan 18;28131;Hässleholm;SE;4
Restaurang Farozon;;Majorsgatan 3;28133;Hässleholm;SE;10
Hässleholmsgården vid Hovdalavägen;;Hovdalavägen 303;28135;Hässleholm;SE;4
Hovdala Slott;;Hässleholm Pl 6223;28192;Hässleholm;SE;4
Borgen;;Klockaregatan 4;28331;Osby;SE;4
Lönsboda Folkets Park;;Tranebodavägen 31;28371;Lönsboda;SE;5
Lekoseum;;Briogatan 2;28383;Osby;SE;4
Musikhuset i Markaryd;;Drottninggatan 54;28538;Markaryd;SE;4
Ingeborrarp;;Ingeborrarp 406;28691;Örkelljunga;SE;5
vid f.d. Maskin & Traktor;vid f.d. Maskin och Traktor;Storgatan 28;28832;Vinslöv;SE;4
Knislinge Folkets Park;;Parkgatan 7;28933;Knislinge;SE;5
Immelns kanotcenter;;Gamla Byvägen 1B;28973;Immeln;SE;5
Tivoliparken Kristianstad;;Tivolibadsgatan;29132;Kristianstad;SE;5
Kristianstads Teater;;Västra Boulevarden 20;29132;Kristianstad;SE;8
Föreningarnas Hus Stallet;;Magasinsgatan 3;29132;Kristianstad;SE;4
Kristianstad Arena;;Västra Storgatan 69;29154;Kristianstad;SE;6
Bäckaskog Slott;;Barumsvägen 255;29168;Fjälkinge;SE;4
Färlöv;;Ridderskantz Väg 5;29175;Färlöv;SE;5
Slottslängorna;;Slottsallén 5 A;29431;Sölvesborg;SE;5
Slottsudden;;Köpmansgatan 3;29433;Sölvesborg;SE;4
Hällevik;;Strandpromenaden 1;29472;Sölvesborg;SE;5
Alholmen;;Alholmsvägen;29493;Sölvesborg;SE;5
vid Småbåtshamnen;;Årupsvägen 128;29539;Bromölla;SE;4
Mittemot ICA Kvantum;;Infartsvägen 40;29632;Åhus;SE;4
Bränneriet i Lyngby;;297 92 Everöd;29792;Everöd;SE;5
Västra Vrams Kyrka;;Vrams bygata 3;29832;Tollarp;SE;7
Hallands Konstmuseum;;Tollsgatan 2;30232;Halmstad;SE;4
Hallandsgården på Galgberget;;Sofiavägen;30233;Halmstad;SE;5
Kattegattgymnasiets aula;;Skepparegatan 36;30238;Halmstad;SE;4
Biograf Röda Kvarn;;Bankgatan 3;30243;Halmstad;SE;4
Halmstad Arena;;Växjövägen 11;30244;Halmstad;SE;6
Halmstads Teater;;Fredsgatan 5;30246;Halmstad;SE;8
STRANDGATAN TJUGO;;Strandgatan 20;30246;Halmstad;SE;4
Martin Luther kyrka;;Östra Lyckan 5;30251;Halmstad;SE;7
Sankt Olofs kapell Tylösand;;Tjuvahålsvägen 14;30272;Halmstad;SE;7
Hotel Tylösand;;Tylöhusvägen 28;30273;Halmstad;SE;5
Kulturhuset Najaden;;Fiskaregatan 21;30290;Halmstad;SE;4
Brottet Halmstad;;Schélevägen;30291;Halmstad;SE;5
Halmstad Live;;Karl XI:s väg 47;30295;Halmstad;SE;4
Grusplan vid Skolgatan;;Skolgatan 4;30564;Gullbrandstorp;SE;4
Margits Kiosk;;Tångvägen 5;30570;Haverdal;SE;5
Ågarp;;Ågarp Lyckedal 254;30591;Halmstad;SE;4
Gullbrannagården;;Gullbrannagården 200;30596;Eldsberga;SE;4
Hwitans Trädgård;;Ågatan 23;31130;Falkenberg;SE;5
Tryckhallen i Hwitans Trädgård;;Storgatan 24;31130;Falkenberg;SE;4
Storans Trädgård;;Torggatan 10;31131;Falkenberg;SE;5
Rådhustorget;;Rådhustorget;31131;Falkenberg;SE;10
Argussalen;;Holgersgatan 7B;31135;Falkenberg;SE;8
Falkenbergs Stadsteater;;Holgersgatan 9;31135;Falkenberg;SE;8
Falkhallen;;Nyhemsplan 1;31135;Falkenberg;SE;6
Tångaskolan;;Murarevägen 50;31136;Falkenberg;SE;4
Teatergläntan;;Skogsvägen 1;31145;Falkenberg;SE;5
Teater Storan;;Torggatan 10;31147;Falkenberg;SE;8
Hedevi IP;;Hedevi IP;31160;Ullared;SE;5
Eventhallen;;Varbergsvägen 19;31160;Ullared;SE;4
Källsjö Bygdegård;;Källsjö;31162;Ullared;SE;4
Ätrasalen;;Allévägen 9;31164;Vessigebro;SE;4
Sjönevads Dansbana;;Sjönevad 306;31165;Vessigebro;SE;5
Cirkusplatsen Parallellvägen;;Parallellvägen 1;31171;Olofsbo;SE;4
Långås loge;;Långås 331;31191;Långås;SE;4
Solbackens Bygdegård, Edenberga;;Edenberga 558;31295;LAHOLM;SE;4
Krögers;;Larmtorget 7;32932;Kalmar;SE;10
Stora tältet;;Bruno Mattssons plats;33137;Värnamo;SE;4
Sigges Loge;;Stora BÄCKSHULT 1;33592;Nissafors;SE;4
Grusplan vid Harabergsgatan/Märta Ljungbergs väg;;Märta Ljungbergsvägen 56;34135;Ljungby;SE;4
Ryssbygården;;Tunagatan 9;34176;Ryssby;SE;4
vid Tallevi;;Idrottsgatan 21;34251;Vislanda;SE;4
Tyrolen i Blädinge;;Tyrolen;34291;Alvesta;SE;5
Folkets Hus Älmhult;;Skolgatan 18;34331;Älmhult;SE;4
vid IKEA;;Handelsvägen 4;34333;Älmhult;SE;4
Linnéparken;Linneparken;Linnéparken;35112;Växjö;SE;5
Växjö Konserthus;;Västra Esplanaden 10-14;35231;VÄXJÖ;SE;2
Nygatan 6;;Nygatan 6;35233;Växjö;SE;4
Vida Arena;;Storgatan 86;35246;Växjö;SE;6
Gibson Auditorium;;Linnerydsvägen 6A;36231;Tingsryd;SE;4
Världsarvsstaden Karlskrona;;Kastellvägen 15;37364;Drottningskär;SE;5
Lilla Hawaii Restaurang & Pizzeria;Lilla Hawaii Restaurang och Pizzeria;Garpenvägen 90;37023;Hasslö;SE;10
Regionteatern;;Västergatan 22-24;37045;Växjö;SE;8
Bergqvistska gården;;Borgmästaregatan 19;37115;Karlskrona;SE;5
Wämöparken;;Hästövägen;37130;Karlskrona;SE;5
Sparresalen;;Östra Prinsgatan 2;37131;Karlskrona;SE;4
Fredrikskyrkan;;Stortorget 3;37131;Karlskrona;SE;7
Trefaldighetskyrkan;;Stortorget;37132;Karlskrona;SE;7
Marinmuseum;;Bastionsgatan;37132;Karlskrona;SE;4
Karlskrona Porslinsmuseum;;Östra Hamngatan 7D;37132;Karlskrona;SE;4
Circo;;Ronnebygatan 38;37133;Karlskrona;SE;3
Konserthusteatern;;Stortorget 16;37134;Karlskrona;SE;8
JA Hotel;;Borgmästaregatan 13;37135;Karlskrona;SE;10
Brinova Arena;;Björkholmskajen 3;37136;Karlskrona;SE;4
Wämöhallens parkering;;Bättringsvägen 2;37141;Karlskrona;SE;4
Skärva Herrgård;;Skärva 2;37191;Karlskrona;SE;4
Barnens Gård;;Viet;37194;Lyckeby;SE;5
Lösens kyrka;;Fäjö 1;37194;Lyckeby;SE;7
Ronneby Cityhotell;;Järnvägsgatan 11A;37229;Ronneby;SE;4
Risatorps cirkusplats;;Bredingavägen 16;37234;Ronneby;SE;4
Brunnsparken;;Gymnastikpromenaden 2;37236;Ronneby;SE;5
Kallinge Museum;;Flisevägen 5;37252;Kallinge;SE;4
Hoby Ekbacke;;Ekbacksvägen 1;37261;Bräkne-Hoby;SE;4
Ronneby Brunn;;Reddvägen 2;37273;Ronneby;SE;4
Restaurang Karön;;Karön 13;37273;Ronneby;SE;10
Johannishus Gods;;Möllerydsvägen 11;37295;JOHANNISHUS;SE;4
Björketorps Gård;;Björketorpsvägen 17;37295;Johannishus;SE;5
Skärgårdsvallen;;Fiskaregårdsvägen 68;37366;Karlskrona;SE;5
Lokstallarna;;Prinsgatan 43;37433;Karlshamn;SE;8
Bellevueparken;;Bellevuevägen;37433;Karlshamn;SE;5
Karlshamns Stadsteater;;Erik Dahlbergsvägen 14;37434;Karlshamn;SE;8
The Pot;;Pirgatan 6;37435;Karlshamn;SE;4
Karlshamns Kastell;;Pirgatan 1;37435;Karlshamn;SE;5
Italii;;Pirgatan 4;37435;Karlshamn;SE;10
Best Western Hotell Karlshamn;;Jannebergsvägen 2;37439;Karlshamn;SE;4
Stiftsgården Södra Hoka;;Hokavägen 396-47;37492;Asarum;SE;4
BM Designcenter;;Nissavägen 7;37636;Svängsta;SE;4
bakom ICA;;Köpmangatan 21;38062;Mörbylånga;SE;4
Söderbönor;;Västerlånggatan 6;38062;Mörbylånga;SE;10
vid skolan;;Norra Möckleby 136;38696;Färjestaden;SE;5
Ljunghaga vid Tallgölsgatan;;Sveavägen 1;38240;Nybro;SE;4
Madesjö Kyrka;;Stallvägen 38;38294;Nybro;SE;7
Skogskyrkogården, Kråkerum;;Fridhem 101;38391;Mönsterås;SE;4
Munken Hotell;;Timmernabbsvägen 2;38392;Mönsterås;SE;4
Malmen;;Allfargatan 11-9;38531;Torsås;SE;4
Sjöbergs äng;;Sjöbergs äng 34;38630;Färjestaden;SE;4
Hotell Magasin1;;Järnvägsgatan 1;38650;Mörbylånga;SE;4
Haga Park;;Campingvägen 2;38660;Mörbylånga;SE;4
Carlas Cafe;;Näsby 123;38664;Degerhamn;SE;4
Ottenby naturreservat;;Kungsstenarna;38664;Degerhamn;SE;5
